"OD","origen_province","destino_province","viajes"
"1-1",1,1,718188.769766667
"1-10",1,10,35.3031666666667
"1-11",1,11,7.5288
"1-12",1,12,29.0320333333333
"1-13",1,13,23.6154666666667
"1-14",1,14,14.5843333333333
"1-15",1,15,38.2723
"1-16",1,16,8.79816666666667
"1-17",1,17,13.4454333333333
"1-18",1,18,19.7176666666667
"1-19",1,19,37.9158
"1-2",1,2,13.3856
"1-20",1,20,9572.1425
"1-21",1,21,15.9931666666667
"1-22",1,22,81.0661
"1-23",1,23,22.2368666666667
"1-24",1,24,151.4863
"1-25",1,25,45.6759666666667
"1-26",1,26,12496.0109666667
"1-27",1,27,12.5388333333333
"1-28",1,28,647.4796
"1-29",1,29,16.0134666666667
"1-3",1,3,39.3647333333333
"1-30",1,30,21.3103
"1-31",1,31,4735.2451
"1-32",1,32,27.8271
"1-33",1,33,102.329433333333
"1-34",1,34,136.459966666667
"1-35",1,35,3.80723333333333
"1-36",1,36,23.2476333333333
"1-37",1,37,96.0148333333333
"1-38",1,38,2.94856666666667
"1-39",1,39,959.5467
"1-4",1,4,1.23713333333333
"1-40",1,40,39.4835666666667
"1-41",1,41,30.4627
"1-42",1,42,37.1745666666667
"1-43",1,43,29.9167666666667
"1-44",1,44,46.3203666666667
"1-45",1,45,70.1357333333333
"1-46",1,46,148.725
"1-47",1,47,265.18
"1-48",1,48,25558.6814
"1-49",1,49,53.2510333333333
"1-5",1,5,8.42493333333333
"1-50",1,50,575.265333333333
"1-6",1,6,26.2058333333333
"1-7",1,7,0.476166666666667
"1-8",1,8,193.9536
"1-9",1,9,12340.6587333333
"10-1",10,1,61.7419666666667
"10-10",10,10,680416.706266667
"10-11",10,11,166.7894
"10-12",10,12,8.43926666666667
"10-13",10,13,153.9987
"10-14",10,14,134.8715
"10-15",10,15,33.0039333333333
"10-16",10,16,27.9108
"10-17",10,17,7.22073333333333
"10-18",10,18,32.0445333333333
"10-19",10,19,117.401633333333
"10-2",10,2,52.4165666666667
"10-20",10,20,47.8295333333333
"10-21",10,21,154.629633333333
"10-22",10,22,16.6127666666667
"10-23",10,23,53.1046333333333
"10-24",10,24,85.4927666666667
"10-25",10,25,14.3529
"10-26",10,26,18.7850666666667
"10-27",10,27,13.3151666666667
"10-28",10,28,2710.25606666667
"10-29",10,29,65.2139666666667
"10-3",10,3,44.4281333333333
"10-30",10,30,30.7799
"10-31",10,31,27.6173666666667
"10-32",10,32,22.9664333333333
"10-33",10,33,48.4026666666667
"10-34",10,34,64.4584666666667
"10-35",10,35,5.6248
"10-36",10,36,27.9314333333333
"10-37",10,37,4781.7209
"10-38",10,38,4.18253333333333
"10-39",10,39,29.0481333333333
"10-4",10,4,15.8182
"10-40",10,40,44.8485
"10-41",10,41,661.745833333334
"10-42",10,42,16.2699333333333
"10-43",10,43,8.64723333333333
"10-44",10,44,5.39396666666667
"10-45",10,45,3800.21436666667
"10-46",10,46,52.7105
"10-47",10,47,233.384266666667
"10-48",10,48,41.4925666666667
"10-49",10,49,133.875366666667
"10-5",10,5,1564.38413333333
"10-50",10,50,49.0127
"10-51",10,51,1.13696666666667
"10-6",10,6,22514.1672333333
"10-7",10,7,1.75933333333333
"10-8",10,8,47.7410666666667
"10-9",10,9,108.680466666667
"11-1",11,1,25.1073
"11-10",11,10,175.6046
"11-11",11,11,3088515.7093
"11-12",11,12,22.5139
"11-13",11,13,160.770366666667
"11-14",11,14,1046.63516666667
"11-15",11,15,55.2785333333333
"11-16",11,16,44.5268333333333
"11-17",11,17,15.0676333333333
"11-18",11,18,1085.6328
"11-19",11,19,65.3412666666667
"11-2",11,2,35.6068333333333
"11-20",11,20,14.4480333333333
"11-21",11,21,1190.19846666667
"11-22",11,22,6.4244
"11-23",11,23,583.637933333333
"11-24",11,24,27.0501333333333
"11-25",11,25,5.33046666666667
"11-26",11,26,7.20846666666667
"11-27",11,27,2.13713333333333
"11-28",11,28,1096.54693333333
"11-29",11,29,18620.9511666667
"11-3",11,3,98.7462333333333
"11-30",11,30,237.204833333333
"11-31",11,31,33.4670333333333
"11-32",11,32,4.21273333333333
"11-33",11,33,13.2205333333333
"11-34",11,34,12.4316666666667
"11-35",11,35,14.7808666666667
"11-36",11,36,15.7939333333333
"11-37",11,37,79.4499333333333
"11-38",11,38,9.10943333333333
"11-39",11,39,9.14456666666667
"11-4",11,4,269.7519
"11-40",11,40,11.8322333333333
"11-41",11,41,26463.7146666667
"11-42",11,42,6.94843333333333
"11-43",11,43,16.7079666666667
"11-44",11,44,2.1675
"11-45",11,45,111.423433333333
"11-46",11,46,148.5024
"11-47",11,47,72.8188333333333
"11-48",11,48,13.5418
"11-49",11,49,21.4314333333333
"11-5",11,5,10.0285666666667
"11-50",11,50,39.5932333333333
"11-51",11,51,2186.37966666667
"11-52",11,52,3.78493333333333
"11-6",11,6,449.199133333333
"11-7",11,7,18.7342333333333
"11-8",11,8,92.3222
"11-9",11,9,14.2014
"12-1",12,1,30.4117666666667
"12-10",12,10,12.9898333333333
"12-11",12,11,19.5426
"12-12",12,12,1307100.701
"12-13",12,13,172.0798
"12-14",12,14,59.5132666666667
"12-15",12,15,5.8758
"12-16",12,16,322.868066666667
"12-17",12,17,301.7568
"12-18",12,18,65.9123666666667
"12-19",12,19,42.6033333333333
"12-2",12,2,364.102733333333
"12-20",12,20,22.0712333333333
"12-21",12,21,23.7143
"12-22",12,22,82.7009
"12-23",12,23,90.7741
"12-24",12,24,17.7510333333333
"12-25",12,25,246.229966666667
"12-26",12,26,70.2488666666667
"12-27",12,27,2.76643333333333
"12-28",12,28,537.701666666667
"12-29",12,29,51.1356
"12-3",12,3,1821.36373333333
"12-30",12,30,648.043233333333
"12-31",12,31,174.131066666667
"12-32",12,32,3.52223333333333
"12-33",12,33,9.44616666666667
"12-34",12,34,5.20466666666667
"12-35",12,35,2.1796
"12-36",12,36,4.8067
"12-37",12,37,10.4423333333333
"12-38",12,38,1.98436666666667
"12-39",12,39,20.0119
"12-4",12,4,110.6591
"12-40",12,40,9.64953333333333
"12-41",12,41,79.5216333333333
"12-42",12,42,32.8278666666667
"12-43",12,43,10061.0361666667
"12-44",12,44,2691.13043333333
"12-45",12,45,83.6942666666666
"12-46",12,46,48250.6043666667
"12-47",12,47,24.5314333333333
"12-48",12,48,31.0060333333333
"12-49",12,49,9.55216666666666
"12-5",12,5,6.81783333333333
"12-50",12,50,424.4192
"12-51",12,51,0.3439
"12-6",12,6,15.7408
"12-7",12,7,17.5348333333333
"12-8",12,8,1747.40263333333
"12-9",12,9,28.7253666666667
"13-1",13,1,19.0574333333333
"13-10",13,10,140.7665
"13-11",13,11,163.002833333333
"13-12",13,12,142.189133333333
"13-13",13,13,907566.648033333
"13-14",13,14,1828.6584
"13-15",13,15,16.2984
"13-16",13,16,3516.71123333333
"13-17",13,17,42.2375666666667
"13-18",13,18,448.198933333333
"13-19",13,19,483.569033333333
"13-2",13,2,6509.4369
"13-20",13,20,23.4973666666667
"13-21",13,21,93.4938
"13-22",13,22,17.2033
"13-23",13,23,1857.3767
"13-24",13,24,21.1358333333333
"13-25",13,25,23.3570666666667
"13-26",13,26,19.354
"13-27",13,27,11.4441333333333
"13-28",13,28,8141.6068
"13-29",13,29,382.5525
"13-3",13,3,352.94
"13-30",13,30,391.625166666667
"13-31",13,31,57.7222
"13-32",13,32,14.7801666666667
"13-33",13,33,23.0227666666667
"13-34",13,34,18.2830333333333
"13-35",13,35,2.6166
"13-36",13,36,9.06623333333333
"13-37",13,37,32.0646
"13-38",13,38,1.7297
"13-39",13,39,24.0477333333333
"13-4",13,4,117.7548
"13-40",13,40,53.9389666666667
"13-41",13,41,719.149933333333
"13-42",13,42,48.6033333333333
"13-43",13,43,79.2078333333333
"13-44",13,44,26.7936666666667
"13-45",13,45,15196.3576
"13-46",13,46,994.383266666666
"13-47",13,47,84.9745
"13-48",13,48,33.0662
"13-49",13,49,35.8826666666667
"13-5",13,5,43.4472333333333
"13-50",13,50,103.805833333333
"13-6",13,6,1144.59253333333
"13-7",13,7,2.04693333333333
"13-8",13,8,191.0129
"13-9",13,9,65.6716666666667
"14-1",14,1,18.4018666666667
"14-10",14,10,147.787533333333
"14-11",14,11,1059.43903333333
"14-12",14,12,49.3682333333333
"14-13",14,13,1809.7276
"14-14",14,14,1751691.61123333
"14-15",14,15,7.7657
"14-16",14,16,80.5730333333333
"14-17",14,17,12.3724666666667
"14-18",14,18,4780.13303333333
"14-19",14,19,64.5907666666667
"14-2",14,2,134.961266666667
"14-20",14,20,10.9989666666667
"14-21",14,21,541.461766666667
"14-22",14,22,15.9023
"14-23",14,23,10942.1564666667
"14-24",14,24,13.6662333333333
"14-25",14,25,14.5575666666667
"14-26",14,26,15.7344
"14-27",14,27,5.53463333333333
"14-28",14,28,1184.30593333333
"14-29",14,29,9514.56726666667
"14-3",14,3,91.1231
"14-30",14,30,167.315133333333
"14-31",14,31,42.8017
"14-32",14,32,2.25303333333333
"14-33",14,33,14.6997333333333
"14-34",14,34,7.4511
"14-35",14,35,9.11143333333333
"14-36",14,36,7.91153333333333
"14-37",14,37,29.3810333333333
"14-38",14,38,5.28796666666667
"14-39",14,39,11.4362
"14-4",14,4,267.0389
"14-40",14,40,14.0089666666667
"14-41",14,41,23072.3276
"14-42",14,42,23.1413666666667
"14-43",14,43,67.8248333333333
"14-44",14,44,11.9403333333333
"14-45",14,45,267.385
"14-46",14,46,234.227366666667
"14-47",14,47,30.6035333333333
"14-48",14,48,8.78146666666667
"14-49",14,49,16.3524
"14-5",14,5,9.30886666666667
"14-50",14,50,82.7931333333333
"14-51",14,51,3.89663333333333
"14-52",14,52,2.81416666666667
"14-6",14,6,2359.13296666667
"14-7",14,7,6.86046666666667
"14-8",14,8,145.644033333333
"14-9",14,9,24.7217333333333
"15-1",15,1,33.9911
"15-10",15,10,32.0588333333333
"15-11",15,11,33.8743333333333
"15-12",15,12,7.61916666666667
"15-13",15,13,13.2924
"15-14",15,14,9.05116666666667
"15-15",15,15,2919278.85596667
"15-16",15,16,28.9663
"15-17",15,17,14.7389333333333
"15-18",15,18,7.59913333333333
"15-19",15,19,39.4040666666667
"15-2",15,2,11.1923
"15-20",15,20,59.8357333333333
"15-21",15,21,7.05233333333333
"15-22",15,22,15.0923333333333
"15-23",15,23,7.64916666666667
"15-24",15,24,1175.15803333333
"15-25",15,25,11.4773666666667
"15-26",15,26,35.0424333333333
"15-27",15,27,20977.3342666667
"15-28",15,28,1235.1651
"15-29",15,29,14.6726
"15-3",15,3,42.3727
"15-30",15,30,34.1948
"15-31",15,31,44.3049666666667
"15-32",15,32,4175.0689
"15-33",15,33,1095.64876666667
"15-34",15,34,43.9385666666667
"15-35",15,35,63.4074333333333
"15-36",15,36,70783.0072666667
"15-37",15,37,59.5854666666667
"15-38",15,38,35.2443
"15-39",15,39,143.9616
"15-4",15,4,6.7532
"15-40",15,40,40.9026
"15-41",15,41,51.9735666666667
"15-42",15,42,12.3989666666667
"15-43",15,43,17.1215333333333
"15-44",15,44,5.01533333333333
"15-45",15,45,57.7525
"15-46",15,46,62.0148666666667
"15-47",15,47,170.709666666667
"15-48",15,48,132.048733333333
"15-49",15,49,299.641733333333
"15-5",15,5,38.6502333333333
"15-50",15,50,90.5696
"15-51",15,51,0.569433333333333
"15-52",15,52,1.52053333333333
"15-6",15,6,25.9586
"15-7",15,7,44.3289333333333
"15-8",15,8,233.027566666667
"15-9",15,9,85.1686666666667
"16-1",16,1,7.01456666666667
"16-10",16,10,38.4698
"16-11",16,11,32.5006333333333
"16-12",16,12,285.855966666667
"16-13",16,13,3544.48533333333
"16-14",16,14,67.531
"16-15",16,15,16.9992666666667
"16-16",16,16,278353.829466667
"16-17",16,17,38.7160666666667
"16-18",16,18,52.8309666666667
"16-19",16,19,2428.16373333333
"16-2",16,2,14054.2655
"16-20",16,20,8.3873
"16-21",16,21,11.0168666666667
"16-22",16,22,10.6289333333333
"16-23",16,23,140.9954
"16-24",16,24,35.1128666666667
"16-25",16,25,14.9942333333333
"16-26",16,26,18.4771666666667
"16-27",16,27,12.5105333333333
"16-28",16,28,6515.06536666667
"16-29",16,29,32.9425666666667
"16-3",16,3,399.8391
"16-30",16,30,590.4721
"16-31",16,31,33.5277666666667
"16-32",16,32,7.51266666666667
"16-33",16,33,22.6634333333333
"16-34",16,34,8.56693333333333
"16-35",16,35,1.0479
"16-36",16,36,13.5258
"16-37",16,37,31.6548
"16-38",16,38,1.2708
"16-39",16,39,18.2147333333333
"16-4",16,4,43.9151333333333
"16-40",16,40,49.7188
"16-41",16,41,91.2269333333333
"16-42",16,42,31.4800333333333
"16-43",16,43,83.6560333333333
"16-44",16,44,157.914066666667
"16-45",16,45,5667.3491
"16-46",16,46,4398.63873333333
"16-47",16,47,83.5539666666667
"16-48",16,48,16.0668
"16-49",16,49,53.5195
"16-5",16,5,31.1579
"16-50",16,50,87.0329666666667
"16-52",16,52,0.463066666666667
"16-6",16,6,46.8668
"16-7",16,7,4.10846666666667
"16-8",16,8,119.9876
"16-9",16,9,48.2433666666667
"17-1",17,1,16.2623333333333
"17-10",17,10,5.8173
"17-11",17,11,7.56656666666667
"17-12",17,12,375.738366666667
"17-13",17,13,32.5141666666667
"17-14",17,14,11.3581333333333
"17-15",17,15,8.7505
"17-16",17,16,27.5578
"17-17",17,17,1613814.118
"17-18",17,18,31.5017
"17-19",17,19,73.8464666666667
"17-2",17,2,25.8030666666667
"17-20",17,20,17.8554333333333
"17-21",17,21,21.0967333333333
"17-22",17,22,199.808833333333
"17-23",17,23,29.8487
"17-24",17,24,10.7447666666667
"17-25",17,25,4535.52163333333
"17-26",17,26,27.7190666666667
"17-27",17,27,3.4522
"17-28",17,28,326.196233333333
"17-29",17,29,17.3542666666667
"17-3",17,3,163.540466666667
"17-30",17,30,227.870666666667
"17-31",17,31,42.2774666666667
"17-32",17,32,2.0434
"17-33",17,33,17.2081
"17-34",17,34,2.2392
"17-35",17,35,3.6418
"17-36",17,36,14.4783333333333
"17-37",17,37,10.3948333333333
"17-38",17,38,0.737
"17-39",17,39,11.3312
"17-4",17,4,47.4239666666667
"17-40",17,40,3.22303333333333
"17-41",17,41,28.8969333333333
"17-42",17,42,21.0702
"17-43",17,43,1624.6999
"17-44",17,44,32.4721333333333
"17-45",17,45,32.6283333333333
"17-46",17,46,515.085033333333
"17-47",17,47,13.0632333333333
"17-48",17,48,18.9282333333333
"17-49",17,49,4.8447
"17-5",17,5,1.31386666666667
"17-50",17,50,366.5343
"17-6",17,6,11.0126
"17-7",17,7,10.5499
"17-8",17,8,105611.338966667
"17-9",17,9,26.7288333333333
"18-1",18,1,11.5376
"18-10",18,10,32.5708
"18-11",18,11,950.187166666667
"18-12",18,12,70.8421333333333
"18-13",18,13,335.606866666667
"18-14",18,14,4645.27256666667
"18-15",18,15,4.59063333333333
"18-16",18,16,48.8239
"18-17",18,17,38.8302333333333
"18-18",18,18,2063555.03946667
"18-19",18,19,51.4838666666667
"18-2",18,2,127.423533333333
"18-20",18,20,18.7521333333333
"18-21",18,21,208.078033333333
"18-22",18,22,12.4244
"18-23",18,23,11590.7718
"18-24",18,24,17.7746333333333
"18-25",18,25,9.1638
"18-26",18,26,17.5281
"18-27",18,27,3.0256
"18-28",18,28,1154.02883333333
"18-29",18,29,12372.3637333333
"18-3",18,3,591.499833333333
"18-30",18,30,2102.00593333333
"18-31",18,31,49.4680333333333
"18-32",18,32,3.01833333333333
"18-33",18,33,13.711
"18-34",18,34,4.50486666666667
"18-35",18,35,15.153
"18-36",18,36,2.83093333333333
"18-37",18,37,12.6188
"18-38",18,38,11.2755333333333
"18-39",18,39,9.03886666666667
"18-4",18,4,12331.0368333333
"18-40",18,40,14.4797333333333
"18-41",18,41,1820.66516666667
"18-42",18,42,30.0843666666667
"18-43",18,43,70.9619
"18-44",18,44,12.5204333333333
"18-45",18,45,196.1337
"18-46",18,46,341.2579
"18-47",18,47,26.6599
"18-48",18,48,16.0785
"18-49",18,49,12.2278666666667
"18-5",18,5,13.4770333333333
"18-50",18,50,51.6153333333333
"18-51",18,51,7.3932
"18-52",18,52,96.3862
"18-6",18,6,97.3259666666666
"18-7",18,7,53.3584333333333
"18-8",18,8,261.062233333333
"18-9",18,9,25.5941
"19-1",19,1,42.3773333333333
"19-10",19,10,114.3605
"19-11",19,11,50.109
"19-12",19,12,82.6166333333333
"19-13",19,13,509.487766666667
"19-14",19,14,64.2705333333333
"19-15",19,15,35.7122666666667
"19-16",19,16,2350.37886666667
"19-17",19,17,36.1838666666667
"19-18",19,18,71.5453
"19-19",19,19,398563.453
"19-2",19,2,322.705033333333
"19-20",19,20,39.6559
"19-21",19,21,13.3922
"19-22",19,22,76.3849333333334
"19-23",19,23,194.8765
"19-24",19,24,52.5594666666666
"19-25",19,25,96.0032
"19-26",19,26,81.4347
"19-27",19,27,19.1310333333333
"19-28",19,28,72726.4607
"19-29",19,29,69.131
"19-3",19,3,157.201133333333
"19-30",19,30,195.970666666667
"19-31",19,31,224.747966666667
"19-32",19,32,17.3464666666667
"19-33",19,33,33.5670666666667
"19-34",19,34,36.7515666666667
"19-35",19,35,1.9514
"19-36",19,36,24.3920333333333
"19-37",19,37,60.4593333333333
"19-38",19,38,2.7686
"19-39",19,39,47.7108
"19-4",19,4,36.4490333333333
"19-40",19,40,315.540966666667
"19-41",19,41,98.9845333333333
"19-42",19,42,367.2587
"19-43",19,43,71.4502666666667
"19-44",19,44,330.423666666667
"19-45",19,45,1733.29766666667
"19-46",19,46,403.808133333333
"19-47",19,47,148.747966666667
"19-48",19,48,61.8486333333334
"19-49",19,49,106.115066666667
"19-5",19,5,69.9246666666667
"19-50",19,50,842.583
"19-51",19,51,0.4914
"19-6",19,6,88.5948
"19-7",19,7,4.46716666666667
"19-8",19,8,422.662066666667
"19-9",19,9,157.040633333333
"2-1",2,1,11.7257666666667
"2-10",2,10,58.4752333333333
"2-11",2,11,37.3396
"2-12",2,12,286.3124
"2-13",2,13,6573.84133333333
"2-14",2,14,149.285366666667
"2-15",2,15,5.0121
"2-16",2,16,14018.1378666667
"2-17",2,17,32.857
"2-18",2,18,131.6434
"2-19",2,19,244.419433333333
"2-2",2,2,767843.254133333
"2-20",2,20,11.9084
"2-21",2,21,25.6310333333333
"2-22",2,22,15.9843333333333
"2-23",2,23,1185.04073333333
"2-24",2,24,23.4370333333333
"2-25",2,25,31.423
"2-26",2,26,22.8162
"2-27",2,27,4.52336666666667
"2-28",2,28,1738.0871
"2-29",2,29,58.9725
"2-3",2,3,6517.1004
"2-30",2,30,9221.47303333333
"2-31",2,31,40.0780666666667
"2-32",2,32,6.97813333333333
"2-33",2,33,22.5707333333333
"2-34",2,34,20.1638666666667
"2-35",2,35,4.40753333333333
"2-36",2,36,3.912
"2-37",2,37,25.1114666666667
"2-38",2,38,2.7602
"2-39",2,39,10.9639
"2-4",2,4,210.320033333333
"2-40",2,40,35.3213333333333
"2-41",2,41,144.695266666667
"2-42",2,42,13.1209666666667
"2-43",2,43,120.171066666667
"2-44",2,44,49.4476333333333
"2-45",2,45,1347.8263
"2-46",2,46,5619.4313
"2-47",2,47,43.9002666666667
"2-48",2,48,16.7818333333333
"2-49",2,49,35.0541
"2-5",2,5,32.1822333333333
"2-50",2,50,88.408
"2-51",2,51,0.499333333333333
"2-6",2,6,91.9907666666667
"2-7",2,7,3.24656666666667
"2-8",2,8,201.102066666667
"2-9",2,9,31.1844333333333
"20-1",20,1,9588.15793333333
"20-10",20,10,46.8054
"20-11",20,11,16.1325333333333
"20-12",20,12,34.7274333333333
"20-13",20,13,27.832
"20-14",20,14,11.8996666666667
"20-15",20,15,47.4258
"20-16",20,16,6.39503333333333
"20-17",20,17,15.7934333333333
"20-18",20,18,12.1347
"20-19",20,19,59.8675666666667
"20-2",20,2,10.9011666666667
"20-20",20,20,1529832.03773333
"20-21",20,21,3.16893333333333
"20-22",20,22,95.5709
"20-23",20,23,23.9852
"20-24",20,24,133.9911
"20-25",20,25,49.0585
"20-26",20,26,618.554466666667
"20-27",20,27,32.3613666666667
"20-28",20,28,851.9095
"20-29",20,29,12.4204
"20-3",20,3,42.2868333333333
"20-30",20,30,19.7057
"20-31",20,31,9632.739
"20-32",20,32,30.9447
"20-33",20,33,192.793733333333
"20-34",20,34,83.7887
"20-35",20,35,2.6226
"20-36",20,36,62.4073666666667
"20-37",20,37,68.0163
"20-38",20,38,2.51263333333333
"20-39",20,39,862.693633333333
"20-4",20,4,3.80173333333333
"20-40",20,40,37.9780333333333
"20-41",20,41,28.9876333333333
"20-42",20,42,54.6420666666667
"20-43",20,43,24.6607
"20-44",20,44,45.8204333333333
"20-45",20,45,59.8672333333333
"20-46",20,46,118.0394
"20-47",20,47,153.1468
